,Date,Symbol,Side,Price,Realized Profit
293,2021-11-07 17:56:39,ADAUSDT,BUY,2.03,0.0
292,2021-11-07 17:56:38,ADAUSDT,BUY,2.03,0.0
291,2021-11-04 18:44:07,1000SHIBUSDT,BUY,0.048015333333333333,551.652657
290,2021-11-04 17:38:05,SOLUSDT,BUY,240.0136,-26.212
289,2021-11-04 17:11:19,SOLUSDT,SELL,239.28640000000001,0.0
288,2021-11-04 16:50:34,SOLUSDT,BUY,244.6505,-284.42899998
287,2021-11-04 13:45:15,SOLUSDT,SELL,238.05200000000002,0.0
286,2021-11-04 13:44:00,ENJUSDT,BUY,3.1218857142857144,48.793400000000005
285,2021-11-04 13:23:01,ENJUSDT,SELL,3.2,0.0
284,2021-11-04 13:16:36,SOLUSDT,BUY,243.359,-32.608000000000004
283,2021-11-04 07:23:42,1000SHIBUSDT,SELL,0.057,0.0
282,2021-11-04 07:20:37,1000SHIBUSDT,SELL,0.057398,20.947138
281,2021-11-04 04:22:28,1000SHIBUSDT,BUY,0.057,0.0
280,2021-11-04 04:08:26,SOLUSDT,SELL,242.0,0.0
279,2021-11-03 14:29:59,CHZUSDT,SELL,0.44908499999999996,-509.34523
278,2021-11-03 03:14:01,ENJUSDT,SELL,2.95,-297.45
277,2021-11-03 00:47:29,ENJUSDT,BUY,3.1,0.0
276,2021-11-02 23:07:29,SOLUSDT,SELL,214.04100000000003,-50.303000000000004
275,2021-11-02 22:30:14,SOLUSDT,BUY,217.0,0.0
274,2021-11-02 22:30:12,SOLUSDT,BUY,217.0,0.0
273,2021-11-02 15:57:35,ENJUSDT,SELL,2.9521333333333337,-79.9863
272,2021-11-02 14:45:22,ENJUSDT,BUY,3.0,0.0
271,2021-11-02 11:10:39,CHZUSDT,BUY,0.5,0.0
270,2021-11-02 10:38:47,1000SHIBUSDT,SELL,0.07068857142857143,58.919506
269,2021-11-02 03:17:22,1000SHIBUSDT,BUY,0.07,0.0
268,2021-11-01 16:44:59,1000SHIBUSDT,SELL,0.072407,625.761169
267,2021-11-01 06:02:54,ENJUSDT,SELL,2.3852,-129.2004
266,2021-10-31 22:29:56,ENJUSDT,BUY,2.55,0.0
265,2021-10-31 20:30:50,ENJUSDT,SELL,2.4753000000000003,-29.89149999
264,2021-10-31 19:45:58,ENJUSDT,BUY,2.4998666666666667,0.0
263,2021-10-31 15:31:35,1000SHIBUSDT,BUY,0.06,0.0
262,2021-10-31 00:22:32,1000SHIBUSDT,SELL,0.0666605,-466.01729598000003
261,2021-10-30 23:14:49,1000SHIBUSDT,BUY,0.06999825000000001,0.0
260,2021-10-30 23:11:58,1000SHIBUSDT,BUY,0.06991347826086958,12.265759
259,2021-10-30 18:20:40,1000SHIBUSDT,SELL,0.07,0.0
258,2021-10-30 13:07:47,1000SHIBUSDT,SELL,0.07328166666666668,-163.46974291
257,2021-10-30 02:11:58,1000SHIBUSDT,BUY,0.0745,0.0
256,2021-10-30 02:11:55,1000SHIBUSDT,BUY,0.074496,0.0
255,2021-10-30 01:08:30,1000SHIBUSDT,SELL,0.07310466666666667,9.523514
254,2021-10-29 18:11:47,1000SHIBUSDT,BUY,0.073,0.0
253,2021-10-28 23:56:20,1000SHIBUSDT,SELL,0.061963333333333336,-54.34977000000001
252,2021-10-28 23:48:07,1000SHIBUSDT,BUY,0.062637,0.0
251,2021-10-28 23:31:30,1000SHIBUSDT,SELL,0.064,-421.416
250,2021-10-28 22:42:01,1000SHIBUSDT,BUY,0.068,0.0
249,2021-10-28 22:37:20,1000SHIBUSDT,BUY,0.06738866666666667,7.048017
248,2021-10-28 20:38:16,1000SHIBUSDT,SELL,0.067521,0.0
247,2021-10-28 20:36:29,SOLUSDT,SELL,197.0775,-99.85899991000001
246,2021-10-28 13:26:15,SOLUSDT,BUY,197.98085714285713,0.0
245,2021-10-28 06:03:32,1000SHIBUSDT,SELL,0.085009,2193.25
244,2021-10-28 01:07:04,1000SHIBUSDT,BUY,0.0743035,0.0
243,2021-10-28 01:00:25,1000SHIBUSDT,SELL,0.07461472222222222,2.29935691
242,2021-10-28 00:52:08,1000SHIBUSDT,BUY,0.0745958,0.0
241,2021-10-28 00:38:59,1000SHIBUSDT,SELL,0.074531,886.34876599
240,2021-10-27 23:15:19,1000SHIBUSDT,BUY,0.0713539,0.0
239,2021-10-27 19:55:48,1000SHIBUSDT,BUY,0.066593,-85.85650199999999
238,2021-10-27 19:45:40,1000SHIBUSDT,SELL,0.066085,0.0
237,2021-10-27 19:18:14,1000SHIBUSDT,BUY,0.067206,-347.04379599
236,2021-10-27 19:10:02,1000SHIBUSDT,SELL,0.0650655,0.0
235,2021-10-27 19:02:39,1000SHIBUSDT,BUY,0.06414600000000001,206.39221095
234,2021-10-27 18:41:52,1000SHIBUSDT,SELL,0.06547922222222222,0.0
233,2021-10-27 18:38:12,1000SHIBUSDT,BUY,0.0665,36.66788398
232,2021-10-27 18:35:51,1000SHIBUSDT,SELL,0.06686742857142856,0.0
231,2021-10-27 18:30:17,1000SHIBUSDT,BUY,0.0686,-281.914808
230,2021-10-27 18:24:37,1000SHIBUSDT,SELL,0.06600133333333334,0.0
229,2021-10-27 18:19:17,1000SHIBUSDT,BUY,0.067,-422.03178796000003
228,2021-10-27 18:10:07,1000SHIBUSDT,SELL,0.06416472727272728,0.0
227,2021-10-27 09:08:42,1000SHIBUSDT,BUY,0.054052,-10.091815
226,2021-10-27 09:01:33,1000SHIBUSDT,SELL,0.054,0.0
225,2021-10-26 18:26:16,1000SHIBUSDT,BUY,0.0473855,-188.99689999
224,2021-10-26 17:21:18,1000SHIBUSDT,SELL,0.0452773,0.0
223,2021-10-25 04:29:11,1000SHIBUSDT,BUY,0.039974,-144.35862
222,2021-10-25 00:00:34,1000SHIBUSDT,SELL,0.038,0.0
221,2021-10-24 21:14:12,1000SHIBUSDT,BUY,0.035568583333333334,395.45666800000004
220,2021-10-24 19:48:30,1000SHIBUSDT,SELL,0.042,0.0
219,2021-10-24 13:53:41,1000SHIBUSDT,BUY,0.041373,-162.047424
218,2021-10-24 10:16:09,1000SHIBUSDT,SELL,0.039,0.0
217,2021-10-24 03:48:14,1000SHIBUSDT,BUY,0.03628,-131.89203
216,2021-10-24 01:50:17,1000SHIBUSDT,SELL,0.034609,0.0
215,2021-10-24 01:44:54,1000SHIBUSDT,BUY,0.034099199999999996,-135.43134899999998
214,2021-10-23 23:00:16,1000SHIBUSDT,SELL,0.033029,0.0
213,2021-10-23 00:17:40,SOLUSDT,BUY,196.26566666666668,824.28899999
212,2021-10-22 19:49:44,SOLUSDT,SELL,208.40014285714284,0.0
211,2021-10-22 19:27:20,SOLUSDT,BUY,208.4805,99.078
210,2021-10-22 18:33:06,SOLUSDT,SELL,210.0,0.0
209,2021-10-22 16:38:56,SOLUSDT,SELL,213.93955555555556,915.948
208,2021-10-22 14:29:18,SOLUSDT,BUY,203.985,0.0
207,2021-10-22 14:27:22,SOLUSDT,BUY,204.14166666666665,-211.507
206,2021-10-22 13:25:11,SOLUSDT,SELL,202.0,0.0
205,2021-10-22 13:22:51,SOLUSDT,BUY,202.03675,2.2729999999999997
204,2021-10-22 13:22:35,SOLUSDT,SELL,202.159,0.0
203,2021-10-22 13:01:08,SOLUSDT,BUY,205.4188333333333,-25.035999999999998
202,2021-10-22 12:55:48,SOLUSDT,SELL,205.0,0.0
201,2021-10-21 23:38:50,SOLUSDT,BUY,184.3918,39.357
200,2021-10-21 22:51:00,SOLUSDT,SELL,185.0,0.0
199,2021-10-21 16:24:11,SOLUSDT,BUY,189.87791666666666,-328.618
198,2021-10-21 15:15:58,SOLUSDT,SELL,185.183,0.0
197,2021-10-21 13:14:24,SOLUSDT,SELL,190.2286,-53.297
196,2021-10-21 13:06:07,SOLUSDT,BUY,191.0,0.0
195,2021-10-21 13:03:20,SOLUSDT,BUY,190.8618181818182,9.03999999
194,2021-10-21 12:49:15,SOLUSDT,SELL,191.0,0.0
193,2021-10-21 12:40:04,SOLUSDT,BUY,192.4246,-99.70100000000001
192,2021-10-21 12:35:25,SOLUSDT,SELL,191.00130769230768,0.0
191,2021-10-21 11:25:34,SOLUSDT,BUY,186.93866666666668,-56.91399999
190,2021-10-21 11:23:23,SOLUSDT,SELL,186.163,0.0
189,2021-10-21 11:04:18,SOLUSDT,SELL,187.85238461538464,1381.18
188,2021-10-21 02:31:24,SOLUSDT,BUY,173.0,0.0
187,2021-10-21 02:26:44,SOLUSDT,BUY,172.43807142857142,5.21499999
186,2021-10-21 00:44:00,SOLUSDT,SELL,172.5,0.0
185,2021-10-20 16:47:12,BTCUSDT,BUY,65619.805,-49.272039989999996
184,2021-10-20 16:47:03,BTCUSDT,SELL,65522.67428571428,0.0
183,2021-10-18 19:23:43,1000SHIBUSDT,BUY,0.02857583333333333,-205.319528
182,2021-10-18 13:38:13,1000SHIBUSDT,SELL,0.027,0.0
181,2021-10-15 16:02:32,1000SHIBUSDT,BUY,0.024909666666666667,-30.074529
180,2021-10-15 15:59:03,1000SHIBUSDT,SELL,0.0247,0.0
179,2021-10-15 15:54:19,1000SHIBUSDT,BUY,0.0250066,-29.592709
178,2021-10-15 15:51:05,1000SHIBUSDT,SELL,0.0248,0.0
177,2021-10-15 15:19:42,1000SHIBUSDT,SELL,0.02514475,24.99470097
176,2021-10-15 14:40:52,1000SHIBUSDT,BUY,0.02493675,0.0
175,2021-10-15 14:31:02,1000SHIBUSDT,BUY,0.024999333333333335,414.58904199999995
174,2021-10-14 14:50:20,1000SHIBUSDT,SELL,0.029007,0.0
173,2021-10-12 20:39:49,1000SHIBUSDT,BUY,0.02876933333333333,24.76264
172,2021-10-12 15:01:30,1000SHIBUSDT,SELL,0.029,0.0
171,2021-10-12 12:09:00,1000SHIBUSDT,SELL,0.03071,-29.47502
170,2021-10-12 09:55:09,1000SHIBUSDT,BUY,0.031,0.0
169,2021-10-12 09:49:45,1000SHIBUSDT,BUY,0.030935,-161.192115
168,2021-10-11 23:21:56,1000SHIBUSDT,SELL,0.0295,0.0
167,2021-10-11 23:16:14,1000SHIBUSDT,SELL,0.029439142857142858,105.735915
166,2021-10-11 12:56:05,1000SHIBUSDT,BUY,0.0285,0.0
165,2021-10-11 12:56:04,1000SHIBUSDT,BUY,0.0285,0.0
164,2021-10-11 12:56:03,1000SHIBUSDT,BUY,0.0285,0.0
163,2021-10-11 09:08:29,1000SHIBUSDT,SELL,0.0268318,-19.888126999999997
162,2021-10-11 08:39:54,1000SHIBUSDT,BUY,0.027,0.0
161,2021-10-09 21:56:37,1000SHIBUSDT,BUY,0.025945875,-13.720469
160,2021-10-09 21:36:24,1000SHIBUSDT,SELL,0.025836,0.0
159,2021-10-09 21:31:38,1000SHIBUSDT,BUY,0.025904,2.87924
158,2021-10-09 21:31:18,1000SHIBUSDT,SELL,0.026044,0.0
157,2021-10-09 21:12:33,1000SHIBUSDT,BUY,0.026498125,109.318742
156,2021-10-09 16:08:20,1000SHIBUSDT,SELL,0.0275,0.0
155,2021-10-09 02:45:53,1000SHIBUSDT,SELL,0.026822,23.99812
154,2021-10-09 00:35:01,1000SHIBUSDT,BUY,0.026617,0.0
153,2021-10-09 00:22:12,1000SHIBUSDT,BUY,0.02659,35.10215
152,2021-10-08 22:50:55,1000SHIBUSDT,SELL,0.027,0.0
151,2021-10-08 22:39:21,1000SHIBUSDT,SELL,0.027928500000000002,599.775282
150,2021-10-08 12:52:50,1000SHIBUSDT,BUY,0.0225,0.0
149,2021-10-08 12:46:29,1000SHIBUSDT,BUY,0.02242,153.28686
148,2021-10-07 23:52:12,1000SHIBUSDT,SELL,0.024,0.0
147,2021-10-07 23:16:41,1000SHIBUSDT,BUY,0.025374999999999998,-30.966079
146,2021-10-07 23:03:25,1000SHIBUSDT,SELL,0.025045,0.0
145,2021-10-07 23:02:39,1000SHIBUSDT,SELL,0.025058,5.467602
144,2021-10-07 22:32:52,1000SHIBUSDT,BUY,0.025,0.0
143,2021-10-07 22:20:18,1000SHIBUSDT,BUY,0.024575,349.922482
142,2021-10-07 17:38:18,SOLUSDT,SELL,154.49,15.3
141,2021-10-07 17:23:58,1000SHIBUSDT,SELL,0.030217,0.0
140,2021-10-07 17:21:29,1000SHIBUSDT,SELL,0.030933,-4.091757
139,2021-10-07 10:50:11,1000SHIBUSDT,BUY,0.031,0.0
138,2021-10-07 10:44:41,SOLUSDT,SELL,156.0,43.47
137,2021-10-07 10:35:25,SOLUSDT,SELL,156.0,7.245
136,2021-10-06 12:57:18,SOLUSDT,BUY,153.585,0.0
135,2021-10-06 03:53:59,1000SHIBUSDT,BUY,0.01803981818181818,-285.459644
134,2021-10-06 00:49:31,1000SHIBUSDT,SELL,0.016,0.0
133,2021-10-06 00:48:48,1000SHIBUSDT,BUY,0.016008,46.04792
132,2021-10-06 00:34:37,1000SHIBUSDT,SELL,0.016703,0.0
131,2021-10-06 00:32:54,SOLUSDT,SELL,165.05,-38.0
130,2021-10-06 00:25:30,SOLUSDT,BUY,166.0,0.0
129,2021-10-06 00:25:29,SOLUSDT,BUY,166.0,0.0
128,2021-10-06 00:16:02,1000SHIBUSDT,BUY,0.0170106,-1.52853499
127,2021-10-05 23:46:41,1000SHIBUSDT,SELL,0.017,0.0
126,2021-10-05 23:38:09,SOLUSDT,BUY,164.5100909090909,123.45299998
125,2021-10-04 17:43:12,SOLUSDT,SELL,167.84616666666668,0.0
124,2021-10-04 17:41:43,SOLUSDT,SELL,167.1445,-194.312
123,2021-10-04 17:02:23,SOLUSDT,BUY,172.0,0.0
122,2021-10-04 17:01:04,SOLUSDT,BUY,172.36483333333334,26.37899998
121,2021-10-03 19:08:15,SOLUSDT,SELL,173.06385714285713,0.0
120,2021-10-03 18:55:55,SOLUSDT,SELL,172.11475000000002,156.338
119,2021-10-02 18:36:27,SOLUSDT,BUY,168.0,0.0
118,2021-10-02 18:36:26,SOLUSDT,BUY,168.0,0.0
117,2021-10-02 18:36:20,SOLUSDT,BUY,168.0,0.0
116,2021-10-02 18:36:19,SOLUSDT,BUY,168.0,0.0
115,2021-10-02 18:36:18,SOLUSDT,BUY,168.0,0.0
114,2021-10-02 03:27:12,SOLUSDT,BUY,160.18699999999998,-70.17799997
113,2021-10-02 03:13:01,SOLUSDT,SELL,158.284,0.0
112,2021-10-02 03:10:19,SOLUSDT,SELL,159.42,-21.46
111,2021-10-02 02:33:27,SOLUSDT,BUY,160.0,0.0
110,2021-10-02 01:51:45,SOLUSDT,SELL,160.0,525.0
109,2021-10-01 13:30:52,SOLUSDT,BUY,145.0,0.0
108,2021-10-01 13:30:51,SOLUSDT,BUY,145.0,0.0
107,2021-09-28 22:29:10,SOLUSDT,SELL,131.14275,-12.48199998
106,2021-09-28 22:04:56,SOLUSDT,BUY,131.46366666666665,0.0
105,2021-09-28 21:46:11,SOLUSDT,BUY,131.08325,329.45199997
104,2021-09-28 02:13:38,SOLUSDT,SELL,137.543,0.0
103,2021-09-28 02:10:53,SOLUSDT,SELL,138.93833333333333,-109.381
102,2021-09-28 00:55:40,SOLUSDT,BUY,141.0,0.0
101,2021-09-28 00:55:39,SOLUSDT,BUY,141.0,0.0
100,2021-09-28 00:50:17,SOLUSDT,SELL,140.13215384615384,11.82999995
99,2021-09-28 00:26:43,SOLUSDT,BUY,139.91075,0.0
98,2021-09-28 00:25:05,SOLUSDT,BUY,140.04379999999998,-38.548
97,2021-09-28 00:17:43,SOLUSDT,SELL,139.34,0.0
96,2021-09-27 23:23:08,SOLUSDT,SELL,141.804,-0.099
95,2021-09-27 11:54:35,SOLUSDT,BUY,141.8005,0.0
94,2021-09-27 11:53:23,SOLUSDT,BUY,140.9155,-0.068
93,2021-09-27 11:53:03,SOLUSDT,SELL,140.906,0.0
92,2021-09-27 04:36:22,SOLUSDT,BUY,140.053,-237.517
91,2021-09-27 02:04:57,SOLUSDT,SELL,134.117,0.0
90,2021-09-27 02:04:14,SOLUSDT,SELL,134.3654,2.22199998
89,2021-09-27 02:04:08,SOLUSDT,BUY,134.30783333333332,0.0
88,2021-09-27 02:03:03,SOLUSDT,SELL,134.38,-24.863
87,2021-09-26 12:57:48,SOLUSDT,BUY,135.0,0.0
86,2021-09-26 12:45:07,SOLUSDT,BUY,133.98616666666666,212.66799996
85,2021-09-25 13:46:07,SOLUSDT,SELL,140.238,0.0
84,2021-09-25 13:10:12,SOLUSDT,BUY,141.7948,-54.93199997
83,2021-09-24 17:41:26,SOLUSDT,SELL,140.27642857142857,0.0
82,2021-09-24 11:05:49,SOLUSDT,BUY,145.238,5.07799999
81,2021-09-23 14:12:03,SOLUSDT,SELL,145.39585714285712,0.0
80,2021-09-23 03:09:53,SOLUSDT,BUY,150.10066666666668,-220.56799998
79,2021-09-23 00:49:24,SOLUSDT,SELL,144.452,0.0
78,2021-09-22 23:40:39,SOLUSDT,SELL,146.6536,-46.888
77,2021-09-22 23:28:48,SOLUSDT,BUY,147.857,0.0
76,2021-09-22 23:18:44,SOLUSDT,BUY,146.76850000000002,-30.475
75,2021-09-22 22:33:45,SOLUSDT,SELL,146.007,0.0
74,2021-09-22 14:49:56,SOLUSDT,BUY,128.347,-16.309
73,2021-09-22 14:45:13,SOLUSDT,SELL,128.0,0.0
72,2021-09-21 23:12:48,SOLUSDT,BUY,125.91675000000001,694.34
71,2021-09-21 16:42:45,SOLUSDT,SELL,141.011,0.0
70,2021-09-21 16:39:09,SOLUSDT,BUY,141.79525,-23.62399998
69,2021-09-21 15:53:12,SOLUSDT,SELL,141.28983333333335,0.0
68,2021-09-21 15:42:25,SOLUSDT,SELL,140.834,203.02800000000002
67,2021-09-20 15:48:37,SOLUSDT,BUY,136.0,0.0
66,2021-09-18 16:44:40,AUDIOUSDT,SELL,2.8305999999999996,-24.11859997
65,2021-09-18 13:40:11,AUDIOUSDT,BUY,2.85,0.0
64,2021-09-18 13:39:01,AUDIOUSDT,BUY,2.85,0.0
63,2021-09-18 13:38:47,AUDIOUSDT,BUY,2.85,0.0
62,2021-09-18 13:38:38,AUDIOUSDT,BUY,2.8498666666666668,0.0
61,2021-09-18 13:16:12,SOLUSDT,BUY,159.4365,-16.065
60,2021-09-18 12:47:40,SOLUSDT,SELL,159.0,0.0
59,2021-09-18 12:41:43,SOLUSDT,SELL,158.4962,-34.717
58,2021-09-18 12:22:09,SOLUSDT,BUY,160.0,0.0
57,2021-09-18 12:03:09,SOLUSDT,SELL,158.66666666666666,102.664
56,2021-09-17 22:43:51,SOLUSDT,BUY,144.0,0.0
55,2021-09-17 22:41:42,SOLUSDT,SELL,143.76266666666666,-5.4719999999999995
54,2021-09-17 22:40:24,SOLUSDT,BUY,144.0,0.0
53,2021-09-17 20:50:03,SOLUSDT,SELL,141.2128,-69.683
52,2021-09-17 18:39:04,SOLUSDT,BUY,144.0,0.0
51,2021-09-13 17:19:28,ADAUSDT,SELL,2.335,-125.55
50,2021-09-13 14:36:25,ADAUSDT,BUY,2.41,0.0
49,2021-09-12 23:34:26,ADAUSDT,SELL,2.5895375,-188.46890000000002
48,2021-09-12 23:02:31,ADAUSDT,BUY,2.7000000000000006,0.0
47,2021-09-11 21:33:00,SOLUSDT,SELL,185.436375,10.539000000000001
46,2021-09-11 16:18:21,SOLUSDT,BUY,185.0,0.0
45,2021-09-11 15:27:08,ADAUSDT,SELL,2.76856,-12.745600000000001
44,2021-09-11 15:18:58,ADAUSDT,BUY,2.78,0.0
43,2021-09-11 15:18:12,ADAUSDT,BUY,2.7813555555555554,-36.111200000000004
42,2021-09-11 15:14:22,ADAUSDT,SELL,2.75,0.0
41,2021-09-11 15:14:21,ADAUSDT,SELL,2.75,0.0
40,2021-09-10 05:10:16,SOLUSDT,BUY,195.1726666666667,-101.67799999
39,2021-09-10 02:06:00,SOLUSDT,SELL,191.26114285714286,0.0
38,2021-09-10 02:04:26,SOLUSDT,SELL,192.14166666666665,1.56299999
37,2021-09-10 01:44:41,SOLUSDT,BUY,192.05,0.0
36,2021-09-10 01:42:41,SOLUSDT,BUY,193.7865,33.883
35,2021-09-10 01:13:20,SOLUSDT,SELL,195.144,0.0
34,2021-09-10 01:12:18,SOLUSDT,SELL,195.402,-64.022
33,2021-09-10 01:03:58,SOLUSDT,BUY,197.86299999999997,0.0
32,2021-09-09 15:56:33,SOLUSDT,BUY,205.6976666666667,-102.562
31,2021-09-09 15:50:37,SOLUSDT,SELL,200.0,0.0
30,2021-09-09 12:55:45,SOLUSDT,BUY,212.915,-78.76599999999999
29,2021-09-09 11:43:11,SOLUSDT,SELL,210.0,0.0
28,2021-09-08 23:48:08,SOLUSDT,BUY,188.7075,37.484
27,2021-09-08 23:31:15,SOLUSDT,SELL,190.0,0.0
26,2021-09-08 23:31:13,SOLUSDT,SELL,190.0,0.0
25,2021-09-08 22:42:12,SOLUSDT,SELL,189.864,594.872
24,2021-09-08 18:36:23,SOLUSDT,BUY,164.0,0.0
23,2021-09-08 18:16:10,SOLUSDT,BUY,160.824,22.981
22,2021-09-08 14:23:17,SOLUSDT,SELL,164.107,0.0
21,2021-09-07 20:10:06,SOLUSDT,BUY,183.55,-24.85
20,2021-09-07 20:03:10,SOLUSDT,SELL,180.0,0.0
19,2021-09-07 19:40:32,SOLUSDT,BUY,185.29633333333334,-37.566
18,2021-09-07 19:36:39,SOLUSDT,SELL,182.607,0.0
17,2021-09-07 19:25:12,SOLUSDT,SELL,182.701,-107.467
16,2021-09-07 19:23:30,SOLUSDT,BUY,189.411,0.0
15,2021-09-07 16:15:49,SOLUSDT,BUY,182.53633333333335,-24.584
14,2021-09-07 15:28:12,SOLUSDT,SELL,181.0,0.0
13,2021-09-07 14:56:57,SOLUSDT,BUY,184.4155,-9.724
12,2021-09-07 14:44:37,SOLUSDT,SELL,184.0125,0.0
11,2021-09-07 14:09:14,SOLUSDT,BUY,187.698,-40.032
10,2021-09-07 13:57:12,SOLUSDT,SELL,186.03,0.0
9,2021-09-07 12:20:18,SOLUSDT,BUY,181.327,-22.559
8,2021-09-07 12:14:32,SOLUSDT,SELL,180.0,0.0
7,2021-09-07 12:04:12,SOLUSDT,BUY,181.336,-34.76
6,2021-09-07 12:00:44,SOLUSDT,SELL,180.0,0.0
5,2021-09-07 11:45:03,SOLUSDT,SELL,177.7925,626.8479999900001
4,2021-09-06 16:54:41,SOLUSDT,BUY,144.7905,0.0
3,2021-09-05 00:52:30,SOLUSDT,SELL,141.04149999999998,0.81599998
2,2021-09-05 00:06:23,SOLUSDT,BUY,141.0,0.0
1,2021-09-04 12:01:01,SOLUSDT,SELL,146.339,-33.22
0,2021-09-04 04:22:19,SOLUSDT,BUY,148.0,0.0
